date Mon Dec 30 08:05:50.219 pm 2019
base hex  timestamps absolute
no internal events logged
// version 12.0.0
   0.000000    SV: 2 0 1 ::VTS::M3_Ch1::RelayOrgSensor = 0
   0.000000    SV: 1 0 1 ::VTS::M3_Ch1::Voltage = 0
   0.000000    SV: 1 0 1 ::VTS::M3_Ch1::Resistor = 10000
   0.000000    SV: 1 0 1 ::VTS::M6_Ch8::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M6_Ch8::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch14::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch12::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch12::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch12::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch5::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch5::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch11::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch11::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch11::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch8::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch8::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch8::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch10::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch10::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch9::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch9::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch9::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch17::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch15::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch12::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch12::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch6::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch6::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch6::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M6_Ch1::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M6_Ch1::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch5::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch5::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch5::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch10::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch10::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch10::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFOffset = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFTimeIncrement = 0.001
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFPause = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMVoltageHigh = 5
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMVoltageLow = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMResistanceLow = 5000
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMDC = 50
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayBusBar2B = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayBusBar2A = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::PWMResistanceHigh = 10000
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayBusBar1B = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFMax = 27
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFFactor = 1
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayBusBar1A = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayShortCircuit = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::WFMin = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::Poti = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::RelayOrgSensor = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::Voltage = 0
   0.000000    SV: 1 0 1 ::VTS::M4_Ch1::Resistor = 10000
   0.000000    SV: 2 0 1 ::VTS::M2_Ch2::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch2::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch2::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M6_Ch10::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M6_Ch10::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::RelayOrgComponent = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch9::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch9::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch1::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch1::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch1::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M1_Sup2::MaxCurrent = 0
   0.000000    SV: 1 0 1 ::VTS::M1_Sup2::RefVoltage = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Sup2::ReversePolarity = 0
   0.000000    SV: 1 0 1 ::VTS::M1_Sup1::MaxCurrent = 0
   0.000000    SV: 1 0 1 ::VTS::M1_Sup1::RefVoltage = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch13::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch7::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch7::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch7::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M1_SupInt::RefVoltage = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch8::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch8::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch20::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch3::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch3::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch3::Relay = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch19::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch13::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch13::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out2::AuxActive = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out2::Active = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch4::RelayBusBarB = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch4::RelayBusBarA = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch4::Relay = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch2::PWMOutputDC = 50
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::DigitalOutput = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::RelayBusBar = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::RelayGnd = 0
   0.000000    SV: 1 0 1 ::VTS::M5_Ch2::PWMOutputFreq = 10
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::RelayVBatt = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::RelayLoadResistor = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::RelayOrgComponent = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out1::AuxActive = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out1::Active = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_SupInt::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Sup1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Sup2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_VT7001::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch3::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch4::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch5::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch6::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch7::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch8::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch9::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch10::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch11::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch12::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch13::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch14::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch15::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch16::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch17::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch18::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch19::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_Ch20::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M2_VT2820::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M3_Ch1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M3_Ch2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M3_Ch3::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M3_Ch4::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M3_VT2004::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch3::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M4_Ch4::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M4_VT2004::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch3::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch4::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch5::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch6::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch7::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch8::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch9::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch10::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch11::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch12::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch13::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch14::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch15::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_Ch16::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M5_VT2516::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch1::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch2::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch3::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch4::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch5::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch6::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch7::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch8::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch9::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch10::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch11::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch12::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch13::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch14::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch15::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_Ch16::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M6_VT2516::IsOffline = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Sup2::ReversePolarity = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out2::AuxActive = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out2::Active = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out1::AuxActive = 0
   0.000000    SV: 2 0 1 ::VTS::M1_Out1::Active = 0
   0.000000 TFS: [00000007,00000000] Test module 'Test' started.
   0.000000    CAPL_String  := "ANetT_Database_LIN_File@C:\Users\Administrator\Desktop\UltraANetT\UltraANetT\bin\Debug\dbc\GK1-∏ﬂ≈‰-TT-LIN-1.ldf@"
   0.000000    SV: 2 0 1 ::mutualVar::endTest = ffffffff
   0.000000    SV: 2 0 1 ::mutualVar::startTest = ffffffff
   0.001000    CAPL_TIME    := 100
   0.001740 Li SleepModeEvent 0 starting up in wake mode
   0.011660    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 2.1e-05
   0.101659    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.4e-05
   0.119705    SV: 2 0 1 ::mutualVar::startDeviceSelfCheck = 1
   0.133704    SV: 2 0 1 ::mutualVar::startPrototypeSelfCheck = 1
   0.201657    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   0.295697    StateMachine_String := "0@"
   0.297696    StateMachine_TIME := 350.687
   0.298000    CAPL_String  := "ANetT_Database_LINID@LFWL@"
   0.299000    CAPL_TIME    := 29900
   0.301655    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   0.386692    StateMachine_String := "1@16#@8#@"
   0.387692    StateMachine_TIME := 350.778
   0.399000    CAPL_String  := "ANetT_Database_LINResponseError@LFWL@"
   0.400000    CAPL_TIME    := 40000
   0.401654    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   0.484688    StateMachine_String := "1@16#@19#@"
   0.485687    StateMachine_TIME := 350.876
   0.500000    CAPL_String  := "OSC_Set@192.168.100.1@"
   0.500000    SV: 2 0 1 ::mutualVar::startDeviceSelfCheck = 1
   0.501000    CAPL_TIME    := 50100
   0.501652    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   0.591682    StateMachine_String := "0@"
   0.593682    StateMachine_TIME := 350.983
   0.594000    CAPL_String  := "OSC_Initial@"
   0.595000    CAPL_TIME    := 59500
   0.601650    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   0.689678    StateMachine_TIME := 351.08
   0.701594    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   0.801592    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.4e-05
   0.901590    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   1.001589    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   1.101587    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   1.201553    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   1.301552    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   1.401550    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.9e-05
   1.501548    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   1.601547    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   1.701545    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   1.801520    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   1.901518    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   2.001517    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   2.101515    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   2.201486    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   2.301480    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   2.401473    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   2.501467    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   2.601461    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   2.941435    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.001431    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.101424    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.4e-05
   3.201417    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   3.301411    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.401403    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.501396    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   3.601388    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.701381    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   3.801373    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   3.901366    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   4.001358    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   4.101362    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   4.201355    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   4.301347    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   4.401340    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   4.501333    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   4.601325    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   4.701325    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   4.801318    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   4.901311    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   5.001303    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   5.101296    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   5.201289    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   5.301282    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   5.401275    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.4e-05
   5.501267    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   5.601260    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   5.701253    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   5.801246    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   5.901243    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   6.001236    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   6.101229    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   6.201222    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   6.301215    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   6.401208    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   6.501201    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   6.601194    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   7.071160    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   7.101158    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   7.201151    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   7.301144    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   7.401137    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   7.501130    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.2e-05
   7.601123    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   7.701116    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.4e-05
   7.801109    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   7.901101    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   8.001094    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   8.101092    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   8.201086    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   8.301079    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5e-05
   8.401073    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   8.501066    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
   8.601060    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 5.1e-05
   8.690000    SV: 2 0 1 ::mutualVar::isEndDeviceSelfCheck = 1
   8.701054    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.3e-05
   8.801047    SV: 1 0 1 ::VTS::M1_Out1::AvgCurrent = 4.5e-05
